reasonableness_class,atlas_row_index,nct_id,arm_group_id,arm_title,tissue_type,line_of_therapy,therapy_class,is_combination,biomarker,model_orr_pct,model_orr_pct_source,orr_endpoint_title,ctgov_outcome_title,ctgov_class_title,ctgov_category_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_verified_orr_pct,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,source_url,api_url
ctgov_verified_orr_like,13159,NCT01024920,OG000,Nintedanib (BIBF 1120),renal,1L,targeted_therapy,False,no,21.875,ctgov,Objective Response According to RECIST Criteria,Objective Response According to RECIST Criteria,Partial response,,14,64.0,21.875,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01024920,https://clinicaltrials.gov/api/v2/studies/NCT01024920
ctgov_verified_orr_like,13160,NCT01024920,OG001,sunitinib,renal,1L,targeted_therapy,False,no,37.5,ctgov,Objective Response According to RECIST Criteria,Objective Response According to RECIST Criteria,Aggregate response categories,Complete Response; Partial response,12.0,32.0,37.5,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01024920,https://clinicaltrials.gov/api/v2/studies/NCT01024920
ctgov_verified_orr_like,13180,NCT00805129,OG000,Everolimus,bladder_urothelial,1L,targeted_therapy,False,no,4.44444,ctgov,Response Rate,Response Rate,,Partial Response,2,45.0,4.444444444444445,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00805129,https://clinicaltrials.gov/api/v2/studies/NCT00805129
ctgov_verified_orr_like,13300,NCT00319254,OG000,Bosutinib,breast,2L+,targeted_therapy,False,no,5.5,ctgov,Percentage of Participants With Objective Response (OR),Percentage of Participants With Objective Response (OR),,,5.5,73.0,5.5,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00319254,https://clinicaltrials.gov/api/v2/studies/NCT00319254
ctgov_verified_orr_like,13521,NCT01658878,OG017,Cohort 3: Treatment 2,liver_hcc,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,4.5,ctgov,"Objective Response Rate (ORR) by Investigator for Cohorts 3, 4, 5, and 6","Objective Response Rate (ORR) by Investigator for Cohorts 3, 4, 5, and 6",,,4.5,66.0,4.5,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01658878,https://clinicaltrials.gov/api/v2/studies/NCT01658878
ctgov_verified_orr_like,14488,NCT02754141,OG000,P1A 150mg,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,14.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14489,NCT02754141,OG001,P1A 300mg,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,12.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14490,NCT02754141,OG002,P1A 600mg,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,12.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14491,NCT02754141,OG003,P1A 1200mg,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,9.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14492,NCT02754141,OG004,P1A 1600mg,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,12.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14501,NCT02754141,OG013__p1b_bms986_179_1600mg_b70e38b1,P1B BMS986-179 1600mg,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,18.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14507,NCT02754141,OG019,P2 RCC Mono,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,5.3,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,5.3,19.0,5.3,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14510,NCT02754141,OG022__p2_monotherapy_unassigned_9310fd4f,P2 Monotherapy Unassigned,multiple_solid_tumors,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,0,ctgov,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,Percentage of Participants With an Objective Response Rate (ORR) at Week 24,,,0,1.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02754141,https://clinicaltrials.gov/api/v2/studies/NCT02754141
ctgov_verified_orr_like,14556,NCT00586495,OG000,"Sorafenib (Nexavar, BAY43-9006)",renal,line_not_reported,targeted_therapy,False,no,26.5957,ctgov,Best Tumor Response,Best Tumor Response,Partial Response (PR),,25,94.0,26.595744680851062,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00586495,https://clinicaltrials.gov/api/v2/studies/NCT00586495
ctgov_verified_orr_like,14641,NCT01367665,OG000__p000,Vismodegib - Locally Advanced,skin_nonmelanoma,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,6.43123,ctgov,Best Overall Response Rate (BORR),Best Overall Response Rate (BORR),Aggregate response categories,CR; PR,69.19999999999999,1076.0,6.431226765799256,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01367665,https://clinicaltrials.gov/api/v2/studies/NCT01367665
ctgov_verified_orr_like,14642,NCT01367665,OG001,Vismodegib - Metastatic,skin_nonmelanoma,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,44.9398,ctgov,Best Overall Response Rate (BORR),Best Overall Response Rate (BORR),Aggregate response categories,CR; PR,37.3,83.0,44.93975903614458,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01367665,https://clinicaltrials.gov/api/v2/studies/NCT01367665
ctgov_verified_orr_like,14656,NCT03081858,OG001__tsd_administration_part_2_cohort_2_36d5190b,"TSD Administration Part 2, Cohort 2",bladder_urothelial,localized_or_definitive,chemotherapy,False,no,66.6667,ctgov,Part 2: Marker Lesion Response Rate,Part 2: Marker Lesion Response Rate,Marker Lesion Response,,2,3.0,66.66666666666666,26,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT03081858,https://clinicaltrials.gov/api/v2/studies/NCT03081858
ctgov_verified_orr_like,14795,NCT00244764,OG000,Pazopanib 800 mg,renal,1L,targeted_therapy,False,no,34.6667,ctgov,Overall Response by RECIST Criteria,Overall Response by RECIST Criteria,Complete Response + Partial Response,,78,225.0,34.66666666666667,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00244764,https://clinicaltrials.gov/api/v2/studies/NCT00244764
ctgov_verified_orr_like,15006,NCT00245063,OG000,Arm A,nsclc,2L+,targeted_therapy,False,no,0,ctgov,Objective Response Rate,Objective Response Rate,,,0,12.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00245063,https://clinicaltrials.gov/api/v2/studies/NCT00245063
ctgov_verified_orr_like,15007,NCT00245063,OG001,Arm B,nsclc,2L+,targeted_therapy,False,no,0,ctgov,Objective Response Rate,Objective Response Rate,,,0,13.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00245063,https://clinicaltrials.gov/api/v2/studies/NCT00245063
