atlas_row_index,nct_id,source_url,api_url,brief_title,tissue_type,line_of_therapy,biomarker,arm_group_id,ctgov_result_group_ids,ctgov_result_group_titles,arm_title,arm_description,interventions,regimen,therapy_class,is_combination,orr_pct,orr_n,orr_denom,orr_endpoint_title,orr_time_frame,model_orr_pct,model_orr_pct_source,model_orr_pct_pmid,pubmed_orr_pct,pubmed_orr_pct_pmid,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,ctgov_audit_status,ctgov_verified_orr_pct,ctgov_value_delta,ctgov_outcome_title,ctgov_outcome_type,ctgov_outcome_time_frame,ctgov_param_type,ctgov_unit_of_measure,ctgov_class_title,ctgov_category_title,ctgov_group_id,ctgov_group_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_measurement_pct,ctgov_lower_limit,ctgov_upper_limit,ctgov_citation,ctgov_api_citation,ctgov_retrieved_date,ctgov_audit_note
17267,NCT00471276,https://clinicaltrials.gov/study/NCT00471276,https://clinicaltrials.gov/api/v2/studies/NCT00471276,Efficacy And Safety Of Sunitinib In Women With Advanced Breast Cancer,breast,adjuvant,no,OG000,OG000,Sunitinib,Sunitinib,"Sunitinib 37.5 milligrams (mg) daily by oral capsule in continuous daily dose (CDD) schedule. Dose adjustments, if needed, included a reduction to 25mg daily or escalation to 50mg daily anytime after Week 12.",sunitinib,"Sunitinib | Sunitinib 37.5 milligrams (mg) daily by oral capsule in continuous daily dose (CDD) schedule. Dose adjustments, if needed, included a reduction to 25mg daily or escalation to 50mg daily anytime after Week 12. | sunitinib",targeted_therapy,False,8.43373,7,83,Number of Participants With Objective Response,"Baseline, Week 9, and every 8 weeks up to Month 34",8.43373,ctgov,,,,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,ctgov_verified_match,8.433734939759036,4.939759035593738e-06,Number of Participants With Objective Response,PRIMARY,"Baseline, Week 9, and every 8 weeks up to Month 34",NUMBER,Participants,,,OG000,Sunitinib,7,83.0,8.433734939759036,,,https://clinicaltrials.gov/study/NCT00471276,https://clinicaltrials.gov/api/v2/studies/NCT00471276,2026-06-03,
17451,NCT01453595,https://clinicaltrials.gov/study/NCT01453595,https://clinicaltrials.gov/api/v2/studies/NCT01453595,BEZ235 in Patients With Advanced Renal Cell Carcinoma (RCC),renal,2L+,no,OG000,OG000,Cohort -1: BEZ235 200mg,Cohort -1: BEZ235 200mg,Cohort -1: BEZ235 200mg by mouth twice daily,BEZ235,Cohort -1: BEZ235 200mg | Cohort -1: BEZ235 200mg by mouth twice daily | BEZ235,targeted_therapy,False,60,3,5,Objective Response Rate (ORR),1 year,60,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_no_matching_orr_measurement,,,,,,,,,,,,,,,,,https://clinicaltrials.gov/study/NCT01453595,https://clinicaltrials.gov/api/v2/studies/NCT01453595,2026-06-03,
17504,NCT02579616,https://clinicaltrials.gov/study/NCT02579616,https://clinicaltrials.gov/api/v2/studies/NCT02579616,Study of Lenvatinib (E7080) in Unresectable Biliary Tract Cancer (BTC) Who Failed Gemcitabine-based Combination Chemotherapy,biliary,adjuvant,no,OG000,OG000,Lenvatinib 24 mg,Lenvatinib 24 mg,"Participants received lenvatinib 24 mg capsules, orally, once daily in 28-days treatment cycles until disease progression, AEs, withdrawal of consent, or participant's choice (up to Cycle 40).",Lenvatinib,"Lenvatinib 24 mg | Participants received lenvatinib 24 mg capsules, orally, once daily in 28-days treatment cycles until disease progression, AEs, withdrawal of consent, or participant's choice (up to Cycle 40). | Lenvatinib",targeted_therapy,False,11.5,11.5,26,Objective Response Rate (ORR),"From the date of first dose of study drug to the date of last documentation of disease progression or date of death from any cause, whichever occurred first (up to approximately 1 year 1 month)",11.5,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,11.5,0.0,Objective Response Rate (ORR),PRIMARY,"From the date of first dose of study drug to the date of last documentation of disease progression or date of death from any cause, whichever occurred first (up to approximately 1 year 1 month)",NUMBER,percentage of participant,,,OG000,Lenvatinib 24 mg,11.5,26.0,11.5,2.4,30.2,https://clinicaltrials.gov/study/NCT02579616,https://clinicaltrials.gov/api/v2/studies/NCT02579616,2026-06-03,
17543,NCT00084487,https://clinicaltrials.gov/study/NCT00084487,https://clinicaltrials.gov/api/v2/studies/NCT00084487,Rebeccamycin Analog as Second-Line Therapy in Treating Patients With Limited-Stage or Extensive-Stage Small Cell Lung Cancer That Relapsed After Previous First-Line Chemotherapy,sclc,1L,no,OG000,OG000,Treatment (Rebeccamycin Analogue),Treatment (Rebeccamycin Analogue),Patients receive rebeccamycin analogue IV over 1 hour on days 1-5. Treatment repeats every 21 days for 6 courses in the absence of disease progression or unacceptable toxicity. becatecarin : Given IV,becatecarin,Treatment (Rebeccamycin Analogue) | Patients receive rebeccamycin analogue IV over 1 hour on days 1-5. Treatment repeats every 21 days for 6 courses in the absence of disease progression or unacceptable toxicity. becatecarin : Given IV | becatecarin,chemotherapy,False,10,2,20,Objective Response Rate Estimated as the Proportion of Responders,Up to 4 years,10,ctgov,,,,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,10.0,0.0,Objective Response Rate Estimated as the Proportion of Responders,PRIMARY,Up to 4 years,NUMBER,participants,Partial Response (PR),,OG000,Treatment (Rebeccamycin Analogue),2,20.0,10.0,3,30,https://clinicaltrials.gov/study/NCT00084487,https://clinicaltrials.gov/api/v2/studies/NCT00084487,2026-06-03,
17994,NCT00094809,https://clinicaltrials.gov/study/NCT00094809,https://clinicaltrials.gov/api/v2/studies/NCT00094809,Chemotherapy Administered Every 2 Weeks With or Without Pegfilgrastim in Subjects With Advanced or Metastatic Colon Cancer,colorectal,2L,no,OG000,OG000,Pegfilgrastim (Neulasta),Pegfilgrastim (Neulasta),Pegfilgrastim 6 mg by subcutaneous injection once every 2 weeks at least 24 hours after 5-fluorouracil infusion,Pegfilgrastim,Pegfilgrastim (Neulasta) | Pegfilgrastim 6 mg by subcutaneous injection once every 2 weeks at least 24 hours after 5-fluorouracil infusion | Pegfilgrastim,chemotherapy;supportive_care_or_symptom_control,False,27.6423,34,123,Objective Tumor Response,First 4 cycles of treatment (8 weeks),27.6423,ctgov,,,,27,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,27.64227642276423,-2.3577235769067784e-05,Objective Tumor Response,SECONDARY,First 4 cycles of treatment (8 weeks),NUMBER,Participants,,,OG000,Pegfilgrastim (Neulasta),34,123.0,27.64227642276423,,,https://clinicaltrials.gov/study/NCT00094809,https://clinicaltrials.gov/api/v2/studies/NCT00094809,2026-06-03,
18051,NCT01988493,https://clinicaltrials.gov/study/NCT01988493,https://clinicaltrials.gov/api/v2/studies/NCT01988493,"Efficacy, Safety, and Pharmacokinetic of MSC2156119J in Asian Participants With Hepatocellular Carcinoma",liver_hcc,1L,no,OG000__p003,OG000,Phase 2: Tepotinib,Phase 2: Tepotinib,"Participants randomized to receive Tepotinib recommended Phase 2 dose (RP2D) determined from Phase 1b over a 21-day cycle until disease progression, intolerable toxicity or participant withdrawal.",Tepotinib,"Phase 2: Tepotinib | Participants randomized to receive Tepotinib recommended Phase 2 dose (RP2D) determined from Phase 1b over a 21-day cycle until disease progression, intolerable toxicity or participant withdrawal. | Tepotinib",targeted_therapy,False,10.5,10.5,38,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,Time from randomization until the first occurrence of PD assessed up to 6.9 years,10.5,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,10.5,0.0,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,SECONDARY,Time from randomization until the first occurrence of PD assessed up to 6.9 years,NUMBER,Percentage of participants,,,OG000,Phase 2: Tepotinib,10.5,38.0,10.5,4.8,21.5,https://clinicaltrials.gov/study/NCT01988493,https://clinicaltrials.gov/api/v2/studies/NCT01988493,2026-06-03,
18052,NCT01988493,https://clinicaltrials.gov/study/NCT01988493,https://clinicaltrials.gov/api/v2/studies/NCT01988493,"Efficacy, Safety, and Pharmacokinetic of MSC2156119J in Asian Participants With Hepatocellular Carcinoma",liver_hcc,1L,no,OG001__p004,OG001,Phase 2 Sorafenib,Phase 2 Sorafenib,"Participants randomized to receive Sorafenib 400 mg orally twice daily over a 21-day cycle until disease progression, intolerable toxicity or participant withdrawal.",Sorafenib,"Phase 2 Sorafenib | Participants randomized to receive Sorafenib 400 mg orally twice daily over a 21-day cycle until disease progression, intolerable toxicity or participant withdrawal. | Sorafenib",targeted_therapy,False,0,0,37,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,Time from randomization until the first occurrence of PD assessed up to 6.9 years,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,SECONDARY,Time from randomization until the first occurrence of PD assessed up to 6.9 years,NUMBER,Percentage of participants,,,OG001,Phase 2 Sorafenib,0,37.0,0.0,0.0,6.8,https://clinicaltrials.gov/study/NCT01988493,https://clinicaltrials.gov/api/v2/studies/NCT01988493,2026-06-03,
18306,NCT01827384,https://clinicaltrials.gov/study/NCT01827384,https://clinicaltrials.gov/api/v2/studies/NCT01827384,MPACT Study to Compare Effects of Targeted Drugs on Tumor Gene Variations,multiple_solid_tumors,2L+,no,OG002,OG002,TAC2,TAC2,TAC2: Everolimus 10 mg by mouth (PO) every day (QD),Everolimus,TAC2 | TAC2: Everolimus 10 mg by mouth (PO) every day (QD) | Everolimus,targeted_therapy,False,0,0,9,Number of Participants With an Objective Response,"Up to 30 days after completion of study treatment, up to 75 months",0,ctgov,,,,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Number of Participants With an Objective Response,PRIMARY,"Up to 30 days after completion of study treatment, up to 75 months",COUNT_OF_PARTICIPANTS,Participants,Complete Response,,OG002,TAC2,0,9.0,0.0,,,https://clinicaltrials.gov/study/NCT01827384,https://clinicaltrials.gov/api/v2/studies/NCT01827384,2026-06-03,
18309,NCT01827384,https://clinicaltrials.gov/study/NCT01827384,https://clinicaltrials.gov/api/v2/studies/NCT01827384,MPACT Study to Compare Effects of Targeted Drugs on Tumor Gene Variations,multiple_solid_tumors,2L+,no,OG005,OG005,TAC3,TAC3,TAC3: Trametinib 2mg by mouth (PO) every day (QD),Trametinib,TAC3 | TAC3: Trametinib 2mg by mouth (PO) every day (QD) | Trametinib,targeted_therapy,False,4.54545,1,22,Number of Participants With an Objective Response,"Up to 30 days after completion of study treatment, up to 75 months",4.54545,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,4.545454545454546,4.5454545460899e-06,Number of Participants With an Objective Response,PRIMARY,"Up to 30 days after completion of study treatment, up to 75 months",COUNT_OF_PARTICIPANTS,Participants,Partial Response,,OG005,TAC3,1,22.0,4.545454545454546,,,https://clinicaltrials.gov/study/NCT01827384,https://clinicaltrials.gov/api/v2/studies/NCT01827384,2026-06-03,
18540,NCT00737360,https://clinicaltrials.gov/study/NCT00737360,https://clinicaltrials.gov/api/v2/studies/NCT00737360,Phase II Study of TAS-106 to Treat Head and Neck Cancer,head_neck,2L+,no,OG000,OG000,TAS-106,TAS-106,,TAS-106,TAS-106,chemotherapy,False,0,0,26,Antitumor Activity,"Obtain a contrast-enhanced CT scan of the chest, abdomen and pelvis (if clinically indicated) within 28 days prior to study entry and repeat at the end of every 2 courses thereafter.",0,ctgov,,,,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Antitumor Activity,SECONDARY,"Obtain a contrast-enhanced CT scan of the chest, abdomen and pelvis (if clinically indicated) within 28 days prior to study entry and repeat at the end of every 2 courses thereafter.",NUMBER,participants,,,OG000,TAS-106,0,26.0,0.0,,,https://clinicaltrials.gov/study/NCT00737360,https://clinicaltrials.gov/api/v2/studies/NCT00737360,2026-06-03,
18573,NCT00574951,https://clinicaltrials.gov/study/NCT00574951,https://clinicaltrials.gov/api/v2/studies/NCT00574951,"AMG 706 in Treating Patients With Persistent or Recurrent Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer",ovarian_fallopian_peritoneal,1L,no,OG000,OG000,AMG 706,AMG 706,AMG 706 daily,motesanib diphosphate,AMG 706 | AMG 706 daily | motesanib diphosphate,targeted_therapy,False,4.54545,1,22,Number of Patients With Objective Tumor Response Rate (Complete Response [CR] or Partial Response [PR]) Using RECIST Version 1.0,CT scan or MRI every other cycle for the first 6 months; then every 3 months thereafter; and at any other time if clinically indicated up to 5 years.,4.54545,ctgov,,,,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,4.545454545454546,4.5454545460899e-06,Number of Patients With Objective Tumor Response Rate (Complete Response [CR] or Partial Response [PR]) Using RECIST Version 1.0,PRIMARY,CT scan or MRI every other cycle for the first 6 months; then every 3 months thereafter; and at any other time if clinically indicated up to 5 years.,COUNT_OF_PARTICIPANTS,Participants,Partial response,,OG000,AMG 706,1,22.0,4.545454545454546,,,https://clinicaltrials.gov/study/NCT00574951,https://clinicaltrials.gov/api/v2/studies/NCT00574951,2026-06-03,
18595,NCT00094107,https://clinicaltrials.gov/study/NCT00094107,https://clinicaltrials.gov/api/v2/studies/NCT00094107,Anti-Angiogenesis Agent AG-013736 In Patients With Metastatic Melanoma,melanoma_skin,2L+,no,OG000,OG000,Axitinib,Axitinib,Axitinib (AG-013736) tablet administered orally at a dose of 5 mg BID in cycles of 4 weeks. Treatment was administered continuously until progression or unacceptable toxicity occurred.,Axitinib [AG-013736],Axitinib | Axitinib (AG-013736) tablet administered orally at a dose of 5 mg BID in cycles of 4 weeks. Treatment was administered continuously until progression or unacceptable toxicity occurred. | Axitinib [AG-013736],targeted_therapy,False,18.8,18.8,32,Percentage of Participants With Objective Response (OR),"Baseline until the date of first documented progression or discontinuation from the study due to any cause, assessed every 8 weeks up to 147 weeks",18.8,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,18.8,0.0,Percentage of Participants With Objective Response (OR),PRIMARY,"Baseline until the date of first documented progression or discontinuation from the study due to any cause, assessed every 8 weeks up to 147 weeks",NUMBER,Percentage of participants,,,OG000,Axitinib,18.8,32.0,18.8,7.2,36.4,https://clinicaltrials.gov/study/NCT00094107,https://clinicaltrials.gov/api/v2/studies/NCT00094107,2026-06-03,
